crime_type,neighbourhood,year,month,count
Mischief,Mount Pleasant,2003,6,27
Mischief,Mount Pleasant,2003,7,27
Mischief,Mount Pleasant,2003,9,25
Mischief,Mount Pleasant,2003,8,25
Mischief,Mount Pleasant,2008,5,33
Mischief,Mount Pleasant,2008,11,29
Mischief,Mount Pleasant,2008,4,27
Mischief,Mount Pleasant,2008,10,25
Mischief,Mount Pleasant,2008,2,23
Mischief,Mount Pleasant,2008,3,23
Mischief,Mount Pleasant,2008,7,22
Mischief,Mount Pleasant,2008,8,22
Mischief,Mount Pleasant,2008,1,19
Mischief,Mount Pleasant,2008,9,16
Mischief,Mount Pleasant,2008,12,15
Mischief,Mount Pleasant,2008,6,14
Mischief,Mount Pleasant,2016,10,33
Mischief,Mount Pleasant,2016,5,31
Mischief,Mount Pleasant,2016,7,29
Mischief,Mount Pleasant,2016,12,28
Mischief,Mount Pleasant,2016,4,28
Mischief,Mount Pleasant,2016,8,26
Mischief,Mount Pleasant,2016,9,25
Mischief,Mount Pleasant,2016,3,20
Mischief,Mount Pleasant,2016,1,18
Mischief,Mount Pleasant,2016,11,18
Mischief,Mount Pleasant,2016,2,16
Mischief,Mount Pleasant,2016,6,15
Mischief,Mount Pleasant,2010,6,33
Mischief,Mount Pleasant,2010,5,31
Mischief,Mount Pleasant,2010,8,28
Mischief,Mount Pleasant,2010,4,26
Mischief,Mount Pleasant,2010,1,24
Mischief,Mount Pleasant,2010,11,24
Mischief,Mount Pleasant,2010,12,21
Mischief,Mount Pleasant,2010,7,19
Mischief,Mount Pleasant,2010,9,16
Mischief,Mount Pleasant,2010,10,15
Mischief,Mount Pleasant,2010,2,11
Mischief,Mount Pleasant,2010,3,11
Mischief,Mount Pleasant,2015,11,33
Mischief,Mount Pleasant,2015,3,32
Mischief,Mount Pleasant,2015,6,30
Mischief,Mount Pleasant,2015,5,29
Mischief,Mount Pleasant,2015,7,26
Mischief,Mount Pleasant,2015,12,24
Mischief,Mount Pleasant,2015,10,23
Mischief,Mount Pleasant,2015,9,20
Mischief,Mount Pleasant,2015,8,19
Mischief,Mount Pleasant,2015,4,16
Mischief,Mount Pleasant,2015,1,15
Mischief,Mount Pleasant,2015,2,15
Mischief,Mount Pleasant,2004,2,32
Mischief,Mount Pleasant,2004,1,30
Mischief,Mount Pleasant,2004,7,28
Mischief,Mount Pleasant,2004,5,27
Mischief,Mount Pleasant,2004,3,27
Mischief,Mount Pleasant,2004,10,26
Mischief,Mount Pleasant,2004,4,24
Mischief,Mount Pleasant,2004,11,22
Mischief,Mount Pleasant,2004,12,18
Mischief,Mount Pleasant,2004,8,16
Mischief,Mount Pleasant,2004,9,15
Mischief,Mount Pleasant,2004,6,13
Mischief,Mount Pleasant,2007,8,31
Mischief,Mount Pleasant,2007,4,30
Mischief,Mount Pleasant,2007,7,25
Mischief,Mount Pleasant,2007,5,25
Mischief,Mount Pleasant,2007,6,25
Mischief,Mount Pleasant,2007,12,23
Mischief,Mount Pleasant,2007,11,23
Mischief,Mount Pleasant,2007,10,23
Mischief,Mount Pleasant,2007,9,18
Mischief,Mount Pleasant,2007,3,17
Mischief,Mount Pleasant,2007,1,17
Mischief,Mount Pleasant,2007,2,14
Mischief,Mount Pleasant,2011,1,30
Mischief,Mount Pleasant,2011,4,27
Mischief,Mount Pleasant,2011,12,25
Mischief,Mount Pleasant,2011,7,24
Mischief,Mount Pleasant,2011,3,23
Mischief,Mount Pleasant,2011,6,21
Mischief,Mount Pleasant,2011,2,20
Mischief,Mount Pleasant,2011,11,18
Mischief,Mount Pleasant,2011,5,18
Mischief,Mount Pleasant,2011,10,17
Mischief,Mount Pleasant,2011,9,16
Mischief,Mount Pleasant,2011,8,16
Mischief,Mount Pleasant,2013,5,30
Mischief,Mount Pleasant,2013,7,30
Mischief,Mount Pleasant,2013,11,26
Mischief,Mount Pleasant,2013,1,26
Mischief,Mount Pleasant,2013,3,26
Mischief,Mount Pleasant,2013,12,22
Mischief,Mount Pleasant,2013,9,21
Mischief,Mount Pleasant,2013,4,21
Mischief,Mount Pleasant,2013,10,18
Mischief,Mount Pleasant,2013,6,17
Mischief,Mount Pleasant,2013,2,16
Mischief,Mount Pleasant,2013,8,14
Mischief,Mount Pleasant,2005,12,28
Mischief,Mount Pleasant,2005,5,28
Mischief,Mount Pleasant,2005,9,27
Mischief,Mount Pleasant,2005,6,26
Mischief,Mount Pleasant,2005,1,26
Mischief,Mount Pleasant,2005,8,26
Mischief,Mount Pleasant,2005,3,25
Mischief,Mount Pleasant,2005,10,24
Mischief,Mount Pleasant,2005,7,20
Mischief,Mount Pleasant,2005,4,17
Mischief,Mount Pleasant,2005,2,14
Mischief,Mount Pleasant,2005,11,12
Mischief,Mount Pleasant,2012,6,27
Mischief,Mount Pleasant,2012,9,26
Mischief,Mount Pleasant,2012,10,24
Mischief,Mount Pleasant,2012,1,22
Mischief,Mount Pleasant,2012,8,21
Mischief,Mount Pleasant,2012,11,20
Mischief,Mount Pleasant,2012,7,19
Mischief,Mount Pleasant,2012,5,18
Mischief,Mount Pleasant,2012,2,16
Mischief,Mount Pleasant,2012,4,16
Mischief,Mount Pleasant,2012,3,13
Mischief,Mount Pleasant,2012,12,11
Mischief,Mount Pleasant,2009,5,26
Mischief,Mount Pleasant,2009,7,23
Mischief,Mount Pleasant,2009,4,22
Mischief,Mount Pleasant,2009,1,22
Mischief,Mount Pleasant,2009,10,19
Mischief,Mount Pleasant,2009,6,19
Mischief,Mount Pleasant,2009,9,18
Mischief,Mount Pleasant,2009,11,17
Mischief,Mount Pleasant,2009,8,14
Mischief,Mount Pleasant,2009,12,14
Mischief,Mount Pleasant,2009,3,12
Mischief,Mount Pleasant,2009,2,8
Mischief,Kensington-Cedar Cottage,2003,7,46
Mischief,Kensington-Cedar Cottage,2003,4,44
Mischief,Kensington-Cedar Cottage,2003,9,34
Mischief,Kensington-Cedar Cottage,2003,8,32
Mischief,Kensington-Cedar Cottage,2003,10,32
Mischief,Kensington-Cedar Cottage,2003,1,31
Mischief,Kensington-Cedar Cottage,2003,6,30
Mischief,Kensington-Cedar Cottage,2003,3,26
Mischief,Kensington-Cedar Cottage,2003,12,25
Mischief,Kensington-Cedar Cottage,2003,5,25
Mischief,Kensington-Cedar Cottage,2003,2,24
Mischief,Kensington-Cedar Cottage,2003,11,17
Mischief,Kensington-Cedar Cottage,2007,6,44
Mischief,Kensington-Cedar Cottage,2007,7,29
Mischief,Kensington-Cedar Cottage,2007,10,27
Mischief,Kensington-Cedar Cottage,2007,11,27
Mischief,Kensington-Cedar Cottage,2007,12,26
Mischief,Kensington-Cedar Cottage,2007,8,26
Mischief,Kensington-Cedar Cottage,2007,3,25
Mischief,Kensington-Cedar Cottage,2007,2,23
Mischief,Kensington-Cedar Cottage,2007,5,19
Mischief,Kensington-Cedar Cottage,2007,9,18
Mischief,Kensington-Cedar Cottage,2007,1,17
Mischief,Kensington-Cedar Cottage,2007,4,15
Mischief,Kensington-Cedar Cottage,2020,2,37
Mischief,Kensington-Cedar Cottage,2020,10,28
Mischief,Kensington-Cedar Cottage,2020,7,24
Mischief,Kensington-Cedar Cottage,2020,1,21
Mischief,Kensington-Cedar Cottage,2020,4,20
Mischief,Kensington-Cedar Cottage,2020,3,20
Mischief,Kensington-Cedar Cottage,2020,12,20
Mischief,Kensington-Cedar Cottage,2020,9,17
Mischief,Kensington-Cedar Cottage,2020,5,16
Mischief,Kensington-Cedar Cottage,2020,8,16
Mischief,Kensington-Cedar Cottage,2020,11,14
Mischief,Kensington-Cedar Cottage,2020,6,11
Mischief,Kensington-Cedar Cottage,2008,8,36
Mischief,Kensington-Cedar Cottage,2008,9,29
Mischief,Kensington-Cedar Cottage,2008,4,28
Mischief,Kensington-Cedar Cottage,2008,11,25
Mischief,Kensington-Cedar Cottage,2008,5,23
Mischief,Kensington-Cedar Cottage,2008,2,23
Mischief,Kensington-Cedar Cottage,2008,7,20
Mischief,Kensington-Cedar Cottage,2008,10,20
Mischief,Kensington-Cedar Cottage,2008,6,18
Mischief,Kensington-Cedar Cottage,2008,3,18
Mischief,Kensington-Cedar Cottage,2008,1,14
Mischief,Kensington-Cedar Cottage,2008,12,12
Mischief,Kensington-Cedar Cottage,2004,10,36
Mischief,Kensington-Cedar Cottage,2004,9,35
Mischief,Kensington-Cedar Cottage,2004,12,31
Mischief,Kensington-Cedar Cottage,2004,4,28
Mischief,Kensington-Cedar Cottage,2004,11,28
Mischief,Kensington-Cedar Cottage,2004,1,27
Mischief,Kensington-Cedar Cottage,2004,5,27
Mischief,Kensington-Cedar Cottage,2004,2,25
Mischief,Kensington-Cedar Cottage,2004,8,22
Mischief,Kensington-Cedar Cottage,2004,6,17
Mischief,Kensington-Cedar Cottage,2004,7,17
Mischief,Kensington-Cedar Cottage,2004,3,16
Mischief,Kensington-Cedar Cottage,2014,1,34
Mischief,Kensington-Cedar Cottage,2014,10,25
Mischief,Kensington-Cedar Cottage,2014,9,24
Mischief,Kensington-Cedar Cottage,2014,4,24
Mischief,Kensington-Cedar Cottage,2014,6,20
Mischief,Kensington-Cedar Cottage,2014,7,18
Mischief,Kensington-Cedar Cottage,2014,12,18
Mischief,Kensington-Cedar Cottage,2014,5,17
Mischief,Kensington-Cedar Cottage,2014,2,16
Mischief,Kensington-Cedar Cottage,2014,8,16
Mischief,Kensington-Cedar Cottage,2014,11,15
Mischief,Kensington-Cedar Cottage,2014,3,7
Mischief,Kensington-Cedar Cottage,2010,10,31
Mischief,Kensington-Cedar Cottage,2010,1,30
Mischief,Kensington-Cedar Cottage,2010,11,25
Mischief,Kensington-Cedar Cottage,2010,5,23
Mischief,Kensington-Cedar Cottage,2010,12,22
Mischief,Kensington-Cedar Cottage,2010,8,22
Mischief,Kensington-Cedar Cottage,2010,3,21
Mischief,Kensington-Cedar Cottage,2010,9,21
Mischief,Kensington-Cedar Cottage,2010,6,20
Mischief,Kensington-Cedar Cottage,2010,7,19
Mischief,Kensington-Cedar Cottage,2010,2,17
Mischief,Kensington-Cedar Cottage,2010,4,16
Mischief,Kensington-Cedar Cottage,2013,10,31
Mischief,Kensington-Cedar Cottage,2013,6,26
Mischief,Kensington-Cedar Cottage,2013,4,22
Mischief,Kensington-Cedar Cottage,2013,7,22
Mischief,Kensington-Cedar Cottage,2013,3,22
Mischief,Kensington-Cedar Cottage,2013,5,20
Mischief,Kensington-Cedar Cottage,2013,1,19
Mischief,Kensington-Cedar Cottage,2013,12,17
Mischief,Kensington-Cedar Cottage,2013,9,16
Mischief,Kensington-Cedar Cottage,2013,11,15
Mischief,Kensington-Cedar Cottage,2013,2,12
Mischief,Kensington-Cedar Cottage,2013,8,12
Mischief,Kensington-Cedar Cottage,2005,5,30
Mischief,Kensington-Cedar Cottage,2005,3,23
Mischief,Kensington-Cedar Cottage,2005,10,23
Mischief,Kensington-Cedar Cottage,2005,8,22
Mischief,Kensington-Cedar Cottage,2005,7,22
Mischief,Kensington-Cedar Cottage,2005,4,19
Mischief,Kensington-Cedar Cottage,2005,11,18
Mischief,Kensington-Cedar Cottage,2005,12,18
Mischief,Kensington-Cedar Cottage,2005,9,18
Mischief,Kensington-Cedar Cottage,2005,2,18
Mischief,Kensington-Cedar Cottage,2005,6,17
Mischief,Kensington-Cedar Cottage,2005,1,16
Mischief,Kensington-Cedar Cottage,2021,1,30
Mischief,Kensington-Cedar Cottage,2021,7,29
Mischief,Kensington-Cedar Cottage,2021,6,24
Mischief,Kensington-Cedar Cottage,2021,3,22
Mischief,Kensington-Cedar Cottage,2021,5,21
Mischief,Kensington-Cedar Cottage,2021,4,20
Mischief,Kensington-Cedar Cottage,2021,9,19
Mischief,Kensington-Cedar Cottage,2021,10,15
Mischief,Kensington-Cedar Cottage,2021,11,14
Mischief,Kensington-Cedar Cottage,2021,8,14
Mischief,Kensington-Cedar Cottage,2021,2,12
Mischief,Kensington-Cedar Cottage,2018,8,30
Mischief,Kensington-Cedar Cottage,2018,1,28
Mischief,Kensington-Cedar Cottage,2018,2,24
Mischief,Kensington-Cedar Cottage,2018,11,24
Mischief,Kensington-Cedar Cottage,2018,3,24
Mischief,Kensington-Cedar Cottage,2018,7,21
Mischief,Kensington-Cedar Cottage,2018,4,19
Mischief,Kensington-Cedar Cottage,2018,10,18
Mischief,Kensington-Cedar Cottage,2018,6,17
Mischief,Kensington-Cedar Cottage,2018,9,17
Mischief,Kensington-Cedar Cottage,2018,5,16
Mischief,Kensington-Cedar Cottage,2018,12,15
Mischief,Kensington-Cedar Cottage,2006,8,29
Mischief,Kensington-Cedar Cottage,2006,5,27
Mischief,Kensington-Cedar Cottage,2006,9,27
Mischief,Kensington-Cedar Cottage,2006,6,26
Mischief,Kensington-Cedar Cottage,2006,10,25
Mischief,Kensington-Cedar Cottage,2006,4,23
Mischief,Kensington-Cedar Cottage,2006,1,23
Mischief,Kensington-Cedar Cottage,2006,3,23
Mischief,Kensington-Cedar Cottage,2006,11,20
Mischief,Kensington-Cedar Cottage,2006,2,18
Mischief,Kensington-Cedar Cottage,2006,12,13
Mischief,Kensington-Cedar Cottage,2006,7,10
Mischief,Kensington-Cedar Cottage,2009,5,29
Mischief,Kensington-Cedar Cottage,2009,7,29
Mischief,Kensington-Cedar Cottage,2009,2,26
Mischief,Kensington-Cedar Cottage,2009,6,24
Mischief,Kensington-Cedar Cottage,2009,12,24
Mischief,Kensington-Cedar Cottage,2009,4,24
Mischief,Kensington-Cedar Cottage,2009,10,21
Mischief,Kensington-Cedar Cottage,2009,9,20
Mischief,Kensington-Cedar Cottage,2009,1,17
Mischief,Kensington-Cedar Cottage,2009,8,15
Mischief,Kensington-Cedar Cottage,2009,3,13
Mischief,Kensington-Cedar Cottage,2009,11,12
Mischief,Kensington-Cedar Cottage,2019,2,29
Mischief,Kensington-Cedar Cottage,2019,10,28
Mischief,Kensington-Cedar Cottage,2019,5,28
Mischief,Kensington-Cedar Cottage,2019,7,27
Mischief,Kensington-Cedar Cottage,2019,9,25
Mischief,Kensington-Cedar Cottage,2019,8,24
Mischief,Kensington-Cedar Cottage,2019,12,22
Mischief,Kensington-Cedar Cottage,2019,6,22
Mischief,Kensington-Cedar Cottage,2019,4,22
Mischief,Kensington-Cedar Cottage,2019,3,21
Mischief,Kensington-Cedar Cottage,2019,1,21
Mischief,Kensington-Cedar Cottage,2019,11,20
Mischief,Kensington-Cedar Cottage,2017,5,28
Mischief,Kensington-Cedar Cottage,2017,12,28
Mischief,Kensington-Cedar Cottage,2017,11,26
Mischief,Kensington-Cedar Cottage,2017,8,25
Mischief,Kensington-Cedar Cottage,2017,9,25
Mischief,Kensington-Cedar Cottage,2017,6,23
Mischief,Kensington-Cedar Cottage,2017,2,21
Mischief,Kensington-Cedar Cottage,2017,10,20
Mischief,Kensington-Cedar Cottage,2017,4,18
Mischief,Kensington-Cedar Cottage,2017,3,15
Mischief,Kensington-Cedar Cottage,2017,7,15
Mischief,Kensington-Cedar Cottage,2017,1,12
Mischief,Kensington-Cedar Cottage,2016,5,27
Mischief,Kensington-Cedar Cottage,2016,10,22
Mischief,Kensington-Cedar Cottage,2016,3,21
Mischief,Kensington-Cedar Cottage,2016,8,21
Mischief,Kensington-Cedar Cottage,2016,1,20
Mischief,Kensington-Cedar Cottage,2016,7,18
Mischief,Kensington-Cedar Cottage,2016,9,17
Mischief,Kensington-Cedar Cottage,2016,11,17
Mischief,Kensington-Cedar Cottage,2016,6,16
Mischief,Kensington-Cedar Cottage,2016,12,15
Mischief,Kensington-Cedar Cottage,2016,4,14
Mischief,Kensington-Cedar Cottage,2016,2,12
Mischief,Kensington-Cedar Cottage,2011,3,26
Mischief,Kensington-Cedar Cottage,2011,1,24
Mischief,Kensington-Cedar Cottage,2011,8,24
Mischief,Kensington-Cedar Cottage,2011,7,23
Mischief,Kensington-Cedar Cottage,2011,11,22
Mischief,Kensington-Cedar Cottage,2011,10,22
Mischief,Kensington-Cedar Cottage,2011,6,22
Mischief,Kensington-Cedar Cottage,2011,9,21
Mischief,Kensington-Cedar Cottage,2011,12,20
Mischief,Kensington-Cedar Cottage,2011,4,20
Mischief,Kensington-Cedar Cottage,2011,5,18
Mischief,Kensington-Cedar Cottage,2011,2,12
Mischief,Kensington-Cedar Cottage,2015,10,25
Mischief,Kensington-Cedar Cottage,2015,7,21
Mischief,Kensington-Cedar Cottage,2015,3,20
Mischief,Kensington-Cedar Cottage,2015,4,19
Mischief,Kensington-Cedar Cottage,2015,11,18
Mischief,Kensington-Cedar Cottage,2015,5,16
Mischief,Kensington-Cedar Cottage,2015,6,14
Mischief,Kensington-Cedar Cottage,2015,2,14
Mischief,Kensington-Cedar Cottage,2015,12,13
Mischief,Kensington-Cedar Cottage,2015,9,12
Mischief,Kensington-Cedar Cottage,2015,1,11
Mischief,Kensington-Cedar Cottage,2015,8,10
Mischief,Kensington-Cedar Cottage,2012,5,24
Mischief,Kensington-Cedar Cottage,2012,9,23
Mischief,Kensington-Cedar Cottage,2012,3,22
Mischief,Kensington-Cedar Cottage,2012,1,22
Mischief,Kensington-Cedar Cottage,2012,7,21
Mischief,Kensington-Cedar Cottage,2012,10,21
Mischief,Kensington-Cedar Cottage,2012,4,19
Mischief,Kensington-Cedar Cottage,2012,6,19
Mischief,Kensington-Cedar Cottage,2012,12,19
Mischief,Kensington-Cedar Cottage,2012,11,16
Mischief,Kensington-Cedar Cottage,2012,8,16
Mischief,Kensington-Cedar Cottage,2012,2,16
Mischief,Hastings-Sunrise,2008,4,45
Mischief,Hastings-Sunrise,2008,3,28
Mischief,Hastings-Sunrise,2008,9,28
Mischief,Hastings-Sunrise,2008,7,25
Mischief,Hastings-Sunrise,2008,8,24
Mischief,Hastings-Sunrise,2008,5,21
Mischief,Hastings-Sunrise,2008,11,20
Mischief,Hastings-Sunrise,2008,2,19
Mischief,Hastings-Sunrise,2008,6,18
Mischief,Hastings-Sunrise,2008,12,17
Mischief,Hastings-Sunrise,2008,10,16
Mischief,Hastings-Sunrise,2008,1,7
Mischief,Hastings-Sunrise,2004,12,42
Mischief,Hastings-Sunrise,2004,8,28
Mischief,Hastings-Sunrise,2004,6,23
Mischief,Hastings-Sunrise,2004,10,22
Mischief,Hastings-Sunrise,2004,11,21
Mischief,Hastings-Sunrise,2004,3,21
Mischief,Hastings-Sunrise,2004,1,20
Mischief,Hastings-Sunrise,2004,4,20
Mischief,Hastings-Sunrise,2004,9,19
Mischief,Hastings-Sunrise,2004,2,18
Mischief,Hastings-Sunrise,2004,7,17
Mischief,Hastings-Sunrise,2004,5,15
Mischief,Hastings-Sunrise,2020,2,31
Mischief,Hastings-Sunrise,2020,3,26
Mischief,Hastings-Sunrise,2020,6,25
Mischief,Hastings-Sunrise,2020,12,19
Mischief,Hastings-Sunrise,2020,11,19
Mischief,Hastings-Sunrise,2020,4,19
Mischief,Hastings-Sunrise,2020,8,19
Mischief,Hastings-Sunrise,2020,1,17
Mischief,Hastings-Sunrise,2020,5,17
Mischief,Hastings-Sunrise,2020,10,17
Mischief,Hastings-Sunrise,2020,7,16
Mischief,Hastings-Sunrise,2020,9,15
Mischief,Hastings-Sunrise,2006,6,31
Mischief,Hastings-Sunrise,2006,9,24
Mischief,Hastings-Sunrise,2006,4,23
Mischief,Hastings-Sunrise,2006,7,19
Mischief,Hastings-Sunrise,2006,3,18
Mischief,Hastings-Sunrise,2006,10,17
Mischief,Hastings-Sunrise,2006,1,16
Mischief,Hastings-Sunrise,2006,5,16
Mischief,Hastings-Sunrise,2006,8,15
Mischief,Hastings-Sunrise,2006,11,11
Mischief,Hastings-Sunrise,2006,2,11
Mischief,Hastings-Sunrise,2006,12,7
Mischief,Hastings-Sunrise,2003,3,29
Mischief,Hastings-Sunrise,2003,7,27
Mischief,Hastings-Sunrise,2003,4,26
Mischief,Hastings-Sunrise,2003,6,26
Mischief,Hastings-Sunrise,2003,11,25
Mischief,Hastings-Sunrise,2003,2,25
Mischief,Hastings-Sunrise,2003,1,23
Mischief,Hastings-Sunrise,2003,9,20
Mischief,Hastings-Sunrise,2003,10,16
Mischief,Hastings-Sunrise,2003,8,16
Mischief,Hastings-Sunrise,2003,5,15
Mischief,Hastings-Sunrise,2003,12,10
Mischief,Hastings-Sunrise,2005,12,29
Mischief,Hastings-Sunrise,2005,2,26
Mischief,Hastings-Sunrise,2005,3,25
Mischief,Hastings-Sunrise,2005,1,24
Mischief,Hastings-Sunrise,2005,5,21
Mischief,Hastings-Sunrise,2005,4,19
Mischief,Hastings-Sunrise,2005,8,19
Mischief,Hastings-Sunrise,2005,7,16
Mischief,Hastings-Sunrise,2005,6,13
Mischief,Hastings-Sunrise,2005,11,12
Mischief,Hastings-Sunrise,2005,9,12
Mischief,Hastings-Sunrise,2005,10,8
Mischief,Hastings-Sunrise,2019,7,28
Mischief,Hastings-Sunrise,2019,9,25
Mischief,Hastings-Sunrise,2019,2,23
Mischief,Hastings-Sunrise,2019,10,22
Mischief,Hastings-Sunrise,2019,6,22
Mischief,Hastings-Sunrise,2019,1,20
Mischief,Hastings-Sunrise,2019,11,19
Mischief,Hastings-Sunrise,2019,12,18
Mischief,Hastings-Sunrise,2019,8,16
Mischief,Hastings-Sunrise,2019,5,15
Mischief,Hastings-Sunrise,2019,4,15
Mischief,Hastings-Sunrise,2019,3,12
Mischief,Hastings-Sunrise,2021,9,27
Mischief,Hastings-Sunrise,2021,3,25
Mischief,Hastings-Sunrise,2021,2,23
Mischief,Hastings-Sunrise,2021,1,23
Mischief,Hastings-Sunrise,2021,5,22
Mischief,Hastings-Sunrise,2021,4,21
Mischief,Hastings-Sunrise,2021,11,19
Mischief,Hastings-Sunrise,2021,7,18
Mischief,Hastings-Sunrise,2021,8,16
Mischief,Hastings-Sunrise,2021,6,15
Mischief,Hastings-Sunrise,2021,10,11
Mischief,Hastings-Sunrise,2015,12,26
Mischief,Hastings-Sunrise,2015,9,17
Mischief,Hastings-Sunrise,2015,2,16
Mischief,Hastings-Sunrise,2015,8,16
Mischief,Hastings-Sunrise,2015,4,15
Mischief,Hastings-Sunrise,2015,5,15
Mischief,Hastings-Sunrise,2015,10,13
Mischief,Hastings-Sunrise,2015,1,12
Mischief,Hastings-Sunrise,2015,3,12
Mischief,Hastings-Sunrise,2015,7,10
Mischief,Hastings-Sunrise,2015,11,10
Mischief,Hastings-Sunrise,2015,6,7
Mischief,Hastings-Sunrise,2018,10,25
Mischief,Hastings-Sunrise,2018,3,23
Mischief,Hastings-Sunrise,2018,4,19
Mischief,Hastings-Sunrise,2018,9,19
Mischief,Hastings-Sunrise,2018,6,17
Mischief,Hastings-Sunrise,2018,7,17
Mischief,Hastings-Sunrise,2018,1,15
Mischief,Hastings-Sunrise,2018,8,14
Mischief,Hastings-Sunrise,2018,5,14
Mischief,Hastings-Sunrise,2018,11,13
Mischief,Hastings-Sunrise,2018,12,11
Mischief,Hastings-Sunrise,2018,2,8
Mischief,Hastings-Sunrise,2011,9,25
Mischief,Hastings-Sunrise,2011,8,24
Mischief,Hastings-Sunrise,2011,5,18
Mischief,Hastings-Sunrise,2011,4,17
Mischief,Hastings-Sunrise,2011,6,17
Mischief,Hastings-Sunrise,2011,10,16
Mischief,Hastings-Sunrise,2011,7,13
Mischief,Hastings-Sunrise,2011,11,12
Mischief,Hastings-Sunrise,2011,12,12
Mischief,Hastings-Sunrise,2011,3,11
Mischief,Hastings-Sunrise,2011,2,8
Mischief,Hastings-Sunrise,2011,1,8
Mischief,Hastings-Sunrise,2016,3,25
Mischief,Hastings-Sunrise,2016,4,18
Mischief,Hastings-Sunrise,2016,10,17
Mischief,Hastings-Sunrise,2016,6,15
Mischief,Hastings-Sunrise,2016,12,15
Mischief,Hastings-Sunrise,2016,9,15
Mischief,Hastings-Sunrise,2016,11,14
Mischief,Hastings-Sunrise,2016,8,14
Mischief,Hastings-Sunrise,2016,5,13
Mischief,Hastings-Sunrise,2016,2,13
Mischief,Hastings-Sunrise,2016,7,11
Mischief,Hastings-Sunrise,2016,1,10
Mischief,Hastings-Sunrise,2010,1,24
Mischief,Hastings-Sunrise,2010,7,24
Mischief,Hastings-Sunrise,2010,10,21
Mischief,Hastings-Sunrise,2010,6,19
Mischief,Hastings-Sunrise,2010,9,16
Mischief,Hastings-Sunrise,2010,5,15
Mischief,Hastings-Sunrise,2010,2,15
Mischief,Hastings-Sunrise,2010,4,14
Mischief,Hastings-Sunrise,2010,8,12
Mischief,Hastings-Sunrise,2010,12,10
Mischief,Hastings-Sunrise,2010,11,10
Mischief,Hastings-Sunrise,2010,3,9
Mischief,Hastings-Sunrise,2009,8,23
Mischief,Hastings-Sunrise,2009,1,22
Mischief,Hastings-Sunrise,2009,4,22
Mischief,Hastings-Sunrise,2009,7,21
Mischief,Hastings-Sunrise,2009,9,20
Mischief,Hastings-Sunrise,2009,5,19
Mischief,Hastings-Sunrise,2009,11,19
Mischief,Hastings-Sunrise,2009,6,18
Mischief,Hastings-Sunrise,2009,10,18
Mischief,Hastings-Sunrise,2009,12,18
Mischief,Hastings-Sunrise,2009,3,13
Mischief,Hastings-Sunrise,2009,2,12
Mischief,Hastings-Sunrise,2017,8,22
Mischief,Hastings-Sunrise,2017,7,22
Mischief,Hastings-Sunrise,2017,3,19
Mischief,Hastings-Sunrise,2017,10,19
Mischief,Hastings-Sunrise,2017,11,18
Mischief,Hastings-Sunrise,2017,12,16
Mischief,Hastings-Sunrise,2017,5,12
Mischief,Hastings-Sunrise,2017,2,12
Mischief,Hastings-Sunrise,2017,6,11
Mischief,Hastings-Sunrise,2017,4,10
Mischief,Hastings-Sunrise,2017,1,10
Mischief,Hastings-Sunrise,2017,9,7
Mischief,Hastings-Sunrise,2007,9,21
Mischief,Hastings-Sunrise,2007,10,19
Mischief,Hastings-Sunrise,2007,5,18
Mischief,Hastings-Sunrise,2007,11,18
Mischief,Hastings-Sunrise,2007,7,17
Mischief,Hastings-Sunrise,2007,6,17
